"Filename","Type","Size (MB)","Error"
"Bryan Rigg - D/140B Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Germany/140B Wolfram Günter 8 December 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/140B Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Germany/140B Wolfram Günter 8 December 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11d8064e0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11d8064e0] moov atom not found
[in#0 @ 0x11d806290] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/140B Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Germany/140B Wolfram Günter 8 December 1996.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/125 Wolfgang Wolter (50% Jew) 13 Oct. 1996, Hamburg, Ger., Martin (25% Jew) & Gerda Bloch, 13 Oct. 1996 & Peter Spitz (50% Jew) 14 Oct. 1996, Garstedt, Ger/1Wolfgang Wolter 13 Oct. 1996, Martin & Gerda Bloch 13 Oct. 1996, Peter Spitz 14 Oct. 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/125 Wolfgang Wolter (50% Jew) 13 Oct. 1996, Hamburg, Ger., Martin (25% Jew) & Gerda Bloch, 13 Oct. 1996 & Peter Spitz (50% Jew) 14 Oct. 1996, Garstedt, Ger/1Wolfgang Wolter 13 Oct. 1996, Martin & Gerda Bloch 13 Oct. 1996, Peter Spitz 14 Oct. 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x150905410] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x150905410] moov atom not found
[in#0 @ 0x1509051b0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/125 Wolfgang Wolter (50% Jew) 13 Oct. 1996, Hamburg, Ger., Martin (25% Jew) & Gerda Bloch, 13 Oct. 1996 & Peter Spitz (50% Jew) 14 Oct. 1996, Garstedt, Ger/1Wolfgang Wolter 13 Oct. 1996, Martin & Gerda Bloch 13 Oct. 1996, Peter Spitz 14 Oct. 1996.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/70 (Video Good) Dietrich Witzel (50% Jew) 25 February 1995, Munich, Germany, Karl Burger (50% Jew) 26 February 1995 Munich, Germany and Heinz Eder/02 arl Burger and Heinz Eder 26 February 1995.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/70 (Video Good) Dietrich Witzel (50% Jew) 25 February 1995, Munich, Germany, Karl Burger (50% Jew) 26 February 1995 Munich, Germany and Heinz Eder/02 arl Burger and Heinz Eder 26 February 1995.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x1521064e0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x1521064e0] moov atom not found
[in#0 @ 0x152106290] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/70 (Video Good) Dietrich Witzel (50% Jew) 25 February 1995, Munich, Germany, Karl Burger (50% Jew) 26 February 1995 Munich, Germany and Heinz Eder/02 arl Burger and Heinz Eder 26 February 1995.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/145B Dieter Fischer (50% Jew) 12 December 1996 Grauenbach, Ger/145B Dieter Fischer 12 December 1996 .mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/145B Dieter Fischer (50% Jew) 12 December 1996 Grauenbach, Ger/145B Dieter Fischer 12 December 1996 .mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14d616c60] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14d616c60] moov atom not found
[in#0 @ 0x14d616a10] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/145B Dieter Fischer (50% Jew) 12 December 1996 Grauenbach, Ger/145B Dieter Fischer 12 December 1996 .mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/28 (Video Good) Heinz Diekmann (75% Jew) 19 September 1994, Wiesbaden, Germany and Alfred Baader (Friend of Helmut Krüger) 24 September 1994, Freiburg i. Br., Germany (Worked for DB)/02 Alfred Baader 24 September 1994.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/28 (Video Good) Heinz Diekmann (75% Jew) 19 September 1994, Wiesbaden, Germany and Alfred Baader (Friend of Helmut Krüger) 24 September 1994, Freiburg i. Br., Germany (Worked for DB)/02 Alfred Baader 24 September 1994.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14b706f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14b706f30] moov atom not found
[in#0 @ 0x14b706ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/28 (Video Good) Heinz Diekmann (75% Jew) 19 September 1994, Wiesbaden, Germany and Alfred Baader (Friend of Helmut Krüger) 24 September 1994, Freiburg i. Br., Germany (Worked for DB)/02 Alfred Baader 24 September 1994.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/165 Eva Heinrich 9 Feb. 1997, Pinneberg, Ger., Arnold Paucker 12 Feb. 1997, Cambridge, UK, and Michael Günther (50% Jew), 19 Feb. 1997 Neuss, Ger/01Eva Heinrich 9 Feb. 1997, Arnold Paucker 12 Feb. 1997, and Michael Günther .mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/165 Eva Heinrich 9 Feb. 1997, Pinneberg, Ger., Arnold Paucker 12 Feb. 1997, Cambridge, UK, and Michael Günther (50% Jew), 19 Feb. 1997 Neuss, Ger/01Eva Heinrich 9 Feb. 1997, Arnold Paucker 12 Feb. 1997, and Michael Günther .mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x1458064e0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x1458064e0] moov atom not found
[in#0 @ 0x145806290] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/165 Eva Heinrich 9 Feb. 1997, Pinneberg, Ger., Arnold Paucker 12 Feb. 1997, Cambridge, UK, and Michael Günther (50% Jew), 19 Feb. 1997 Neuss, Ger/01Eva Heinrich 9 Feb. 1997, Arnold Paucker 12 Feb. 1997, and Michael Günther .mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/206A Erwin Parow (50% JEw) 26 July 1997, Burgdorf, Ger, Freifrau von Knigge, 26 July 1997, Hannover, Ger., & Helmut Meyer-Kahmer (25%Jew), Guterloh, Ger/01Erwin Parow 26 July 1997, Freifrau von Knigge, 26 July 1997 & Helmut Meyer-Kahmer 27 July 1997.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/206A Erwin Parow (50% JEw) 26 July 1997, Burgdorf, Ger, Freifrau von Knigge, 26 July 1997, Hannover, Ger., & Helmut Meyer-Kahmer (25%Jew), Guterloh, Ger/01Erwin Parow 26 July 1997, Freifrau von Knigge, 26 July 1997 & Helmut Meyer-Kahmer 27 July 1997.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14df06f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x14df06f30] moov atom not found
[in#0 @ 0x14df06ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/206A Erwin Parow (50% JEw) 26 July 1997, Burgdorf, Ger, Freifrau von Knigge, 26 July 1997, Hannover, Ger., & Helmut Meyer-Kahmer (25%Jew), Guterloh, Ger/01Erwin Parow 26 July 1997, Freifrau von Knigge, 26 July 1997 & Helmut Meyer-Kahmer 27 July 1997.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/200A Walther Harth (50% Jew) & Ott Schulte-Steinberg (50% Jew) 18 July 1997, Tuitzing, & Ferdinand Lichtwitz (50% Jew) 18 July 1997, Munich, Ger.Bad at the end/01Walther Harth & Ott Schulte-Steinberg 18 July 1997 & Ferdinand Lichtwitz 18 July 1997.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/200A Walther Harth (50% Jew) & Ott Schulte-Steinberg (50% Jew) 18 July 1997, Tuitzing, & Ferdinand Lichtwitz (50% Jew) 18 July 1997, Munich, Ger.Bad at the end/01Walther Harth & Ott Schulte-Steinberg 18 July 1997 & Ferdinand Lichtwitz 18 July 1997.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x120f06f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x120f06f30] moov atom not found
[in#0 @ 0x120f06ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/200A Walther Harth (50% Jew) & Ott Schulte-Steinberg (50% Jew) 18 July 1997, Tuitzing, & Ferdinand Lichtwitz (50% Jew) 18 July 1997, Munich, Ger.Bad at the end/01Walther Harth & Ott Schulte-Steinberg 18 July 1997 & Ferdinand Lichtwitz 18 July 1997.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/185A Werner Schneidet (50%Jew) 6 April 1997, Seeshaupt, Ger, Kurt Sterneck (50% Jew) 6 April 1997, München, Ger., & Klaus Paradies, 6 April 1997, Wörthsee, Ger/01 Werner Schneidet, 6 April 1997, Kurt Sterneck 6 April, & Klaus PAradies, 6 April 1997.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/185A Werner Schneidet (50%Jew) 6 April 1997, Seeshaupt, Ger, Kurt Sterneck (50% Jew) 6 April 1997, München, Ger., & Klaus Paradies, 6 April 1997, Wörthsee, Ger/01 Werner Schneidet, 6 April 1997, Kurt Sterneck 6 April, & Klaus PAradies, 6 April 1997.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x153806f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x153806f30] moov atom not found
[in#0 @ 0x153806ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/185A Werner Schneidet (50%Jew) 6 April 1997, Seeshaupt, Ger, Kurt Sterneck (50% Jew) 6 April 1997, München, Ger., & Klaus Paradies, 6 April 1997, Wörthsee, Ger/01 Werner Schneidet, 6 April 1997, Kurt Sterneck 6 April, & Klaus PAradies, 6 April 1997.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/114 Franz Margold (50%Jew ) 18 May 1996, Malchen, Ger., Horst Döppes (50% Jew) 19 May 1996 Frankfurt a.M., Ger., & Karl-Heinz Scheffler (50% Jew) 19 May 1996 Frankfurt a.M., Ger/01Franz Margold 18 May 1996 Malchen, Horst .mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/114 Franz Margold (50%Jew ) 18 May 1996, Malchen, Ger., Horst Döppes (50% Jew) 19 May 1996 Frankfurt a.M., Ger., & Karl-Heinz Scheffler (50% Jew) 19 May 1996 Frankfurt a.M., Ger/01Franz Margold 18 May 1996 Malchen, Horst .mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x13d706f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x13d706f30] moov atom not found
[in#0 @ 0x13d706ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/114 Franz Margold (50%Jew ) 18 May 1996, Malchen, Ger., Horst Döppes (50% Jew) 19 May 1996 Frankfurt a.M., Ger., & Karl-Heinz Scheffler (50% Jew) 19 May 1996 Frankfurt a.M., Ger/01Franz Margold 18 May 1996 Malchen, Horst .mp4.
Error opening input files: Invalid data found when processing input
"
